CUST_Type,CUST_Name,phoneNumber,address,district,longitude,latitude
Mainstream,phinlex,244654899,Accra,South,-0.2417,5.58945
Mainstream,Amelina,246090231,Accra,South,-0.23973,5.58345
Mainstream,Mawulu Spot,550407691,Accra,South,-0.23896,5.58156
Mainstream,Giftash Spot,249922808,Accra,South,-0.235015,5.578362
Draught,Second level (Draught)-Draught,249046460,Accra,South,-0.2384,5.5709
Mainstream,Ricardo( jasko),243442693,Accra,South,-0.23566,5.57783
Mainstream,Just a minute,242912456,Accra,South,-0.235907,5.577516
Mainstream,PM's,245456971,Accra,South,-0.23628,5.57685
Mainstream,hane emo,244508037,Accra,South,-0.241817,5.588113
Mainstream,Demod,244609845,Accra,South,-0.24162,5.58917
Mainstream,stero pub,546421913,Accra,South,-0.2416,5.58944
Mainstream,Old Soldier,546214155,Accra,South,-0.241882,5.589526
Mainstream,Benitos,244638087,Accra,South,-0.24119,5.59167
Low End,Atifar,507337342,Ghana,South,-0.23549,5.5975
Low End,Brothers Corner,507337342,Ghana,South,-0.23549,5.5975
Low End,Okere Bar,507337342,Ghana,South,-0.23549,5.5975
Mainstream,NABAASAN Pub,279970011,Accra,South,-0.2422,5.5925
Mainstream,Dua so Dua,201745570,Accra,South,-0.24343,5.57667
Mainstream,Asase so spot,244431104,Accra,South,-0.24312,5.5775
Mainstream,Triple J,244975233,Accra,South,-0.23944,5.57782
Mainstream,survival spot,547572758,Accra,South,-0.2388,5.57856
Mainstream,Nya asem hwe,247432001,Accra,South,-0.23976,5.5806
Mainstream,Lover's Bar,277279926,Ghana,South,-0.3388729,5.641833
Low End,Eno Topes,558478083,Accra,South,-0.3401203,5.64222
Low End,Don Pee's Joint,245960407,Ghana,South,-0.3437174,5.643353
Low End,Peace and Love,246058525,Oduman,South,-0.345005,5.6439075
Low End,Lick de finger,244203078,Ghana,South,-0.3438513,5.644348
Low End,Happy Yourself Spot,276122812,Ghana,South,-0.3432629,5.645654
Low End,Meet me there Spot,553304083,Accra,South,-0.3430457,5.645873
Low End,Mama bee's Spot,552370020,Accra,South,-0.341994,5.648457
Low End,Oga'S Spot,578942512,Ghana,South,-0.36239,5.74164
Low End,Royal Base Spot,277441258,Ghana,South,-0.36063,5.74836
Low End,Mama Gee -Kotoku,245784561,Ghana,South,-0.35708,5.74103
Wholesaler,Ohemaa enterprise,279955933,Ghana,South,-0.3556977,5.7409487
Wholesaler,Hamawu ventures,244412175,Accra,South,-0.35272,5.74244
Low End,Nii Abaa Spot,500231598,Ghana,South,-0.33499,5.75534
Low End,V&J Nyame Tease wholesale,209857723,Ghana,South,-0.3308193,5.7576023
Low End,Nyame Ye Odo,263987456,Ghana,South,-0.32598,5.76132
Low End,Aye Adom,556388194,Ghana,South,-0.32552,5.76158
Low End,One Ghana Spot,275632841,Ghana,South,-0.31786,5.76086
Low End,It Shall be well,242620788,Ghana,South,-0.3193127,5.7585855
Low End,Rastas Tavern,556215874,Ghana,South,-0.32103,5.75543
Low End,Royal gardens,501097337,Ghana,South,-0.3213196,5.753924
Low End,New Store,501097337,Ghana,South,-0.3213196,5.753924
Low End,Philomena,501097337,Ghana,South,-0.3213196,5.753924
Low End,CARRIBEAN HOTELS,501097337,Ghana,South,-0.3213196,5.753924
Low End,DORCAS,501097337,Ghana,South,-0.3213196,5.753924
Low End,Hawaii spot,501097337,Ghana,South,-0.3213196,5.753924
Low End,MADAM LINDA,501097337,Ghana,South,-0.3213196,5.753924
Low End,HAPPY YOURSELF SPOT,501097337,Ghana,South,-0.3213196,5.753924
Low End,Assa Assa Pub,501097337,Ghana,South,-0.3213196,5.753924
Low End,Solo Bar,501097337,Ghana,South,-0.3213196,5.753924
Wholesaler,Law Ent,501097337,Ghana,South,-0.3213196,5.753924
Low End,VIDASH,501097337,Ghana,South,-0.3213196,5.753924
Low End,West Home,501097337,Ghana,South,-0.3213196,5.753924
Low End,Fan Milk,501097337,Ghana,South,-0.3213196,5.753924
Low End,The base,501097337,Ghana,South,-0.3213196,5.753924
Low End,Leaders spot,501097337,Ghana,South,-0.3213196,5.753924
Low End,THE CAGE,501097337,Ghana,South,-0.3213196,5.753924
Low End,C.j. Bar,501097337,Ghana,South,-0.3213196,5.753924
Low End,Kpookeke,501097337,Ghana,South,-0.3213196,5.753924
Low End,ODO SPOT,501097337,Ghana,South,-0.3213196,5.753924
Low End,TRULLYS PUB,501097337,Ghana,South,-0.3213196,5.753924
Low End,Annet,501097337,Ghana,South,-0.3213196,5.753924
Low End,Suzzet,501097337,Ghana,South,-0.3213196,5.753924
Low End,Kingdom ?Sapema,501097337,Ghana,South,-0.3213196,5.753924
Wholesaler,FUNKY CAVE ENT,501097337,Ghana,South,-0.32132,5.75392
Low End,Thy will be done,501097337,Ghana,South,-0.3213196,5.753924
Low End,Ask spot,501097337,Ghana,South,-0.3213196,5.753924
Low End,Top 3 spot,501097337,Ghana,South,-0.3213196,5.753924
Low End,Alosame,501097337,Ghana,South,-0.3213196,5.753924
Wholesaler,PAMEC ENT.,501097337,Ghana,South,-0.3213196,5.753924
Low End,LYDIA'S PUB,501097337,Ghana,South,-0.3213196,5.753924
Low End,Nancy spot,501097337,Ghana,South,-0.3213196,5.753924
Low End,Mawuenya plaza,501097337,Ghana,South,-0.3213196,5.753924
Low End,ROSEMARY,501097337,Ghana,South,-0.3213196,5.753924
Low End,Judett Pub,501097337,Ghana,South,-0.3213196,5.753924
Wholesaler,A&G VENTURES,501097337,Ghana,South,-0.3213196,5.753924
Low End,London Bridge Pub,501097337,Ghana,South,-0.3213196,5.753924
Low End,Bless,501097337,Ghana,South,-0.3213196,5.753924
Low End,One love,501097337,Ghana,South,-0.3213196,5.753924
Low End,AC & C,501097337,Ghana,South,-0.3213196,5.753924
Low End,Home Boy,501097337,Ghana,South,-0.3213196,5.753924
Low End,IN HIM IS LIFE,501097337,Ghana,South,-0.3213196,5.753924
Low End,Mary spot,501097337,Ghana,South,-0.3213196,5.753924
Low End,Q gardens,501097337,Ghana,South,-0.3213196,5.753924
Low End,Kings bar,501097337,Ghana,South,-0.3213196,5.753924
Wholesaler,JASKEY ENT.,501097337,Ghana,South,-0.3213196,5.753924
Wholesaler,ZODEL VENTURES,501097337,Ghana,South,-0.3213196,5.753924
Low End,THE ORBIT PUB,501097337,Ghana,South,-0.3213196,5.753924
Low End,Lizzmike ventures,501097337,Ghana,South,-0.265174,5.57913
Wholesaler,RAC ACK VENT.,501097337,Ghana,South,-0.3213196,5.753924
Low End,JUNCTION LOUNGE,501097337,Ghana,South,-0.3213196,5.753924
Low End,Sabis Spot,501097337,Ghana,South,-0.3213196,5.753924
Low End,Nana Yaa,501097337,Ghana,South,-0.3213196,5.753924
Wholesaler,Gye Nyame Ent.,501097337,Ghana,South,-0.3213196,5.753924
Low End,Sandra,501097337,Ghana,South,-0.3213196,5.753924
Low End,MAGGIE DRINKS,501097337,Ghana,South,-0.3213196,5.753924
Low End,Vidash t spot,501097337,Ghana,South,-0.3213196,5.753924
Low End,Grant style,501097337,Ghana,South,-0.3213196,5.753924
Low End,Bolos place,501097337,Ghana,South,-0.3213196,5.753924
Low End,ROYAL SPOT,501097337,Ghana,South,-0.3213196,5.753924
Wholesaler,BEATRICE ENT.,501097337,Ghana,South,-0.3213196,5.753924
Low End,Marygold Bar,501097337,Ghana,South,-0.23415,5.57755
Mainstream,Abrewa nana darkuman,200639011,Accra,South,-0.2520699,5.5943184
Mainstream,Adehye,241327290,Accra,South,-0.252461,5.594778
Mainstream,Felicity,244654899,Accra,South,-0.25279,5.59875
Mainstream,SLY PENTAGON,202748653,Accra,South,-0.24089,5.60198
Low End,3rd Eye Spot,507337342,Ghana,South,-0.23549,5.5975
Low End,Daavi Spot,507337342,Ghana,South,-0.23549,5.5975
Low End,Hasha,507337342,Ghana,South,-0.23549,5.5975
Low End,Forget me not,507337342,Ghana,South,-0.23549,5.5975
Mainstream,Lovers inn darkumah,243747359,Accra,South,-0.252624,5.592218
Mainstream,Maggious corner,244898843,Accra,South,-0.25603,5.60039
Mainstream,Mambo ( Nyamekye),555909539,Accra,South,-0.25524,5.59983
Mainstream,Lawrencia's Ent,202281993,Accra,South,-0.27583,5.60494
Mainstream,Excess pub,547472466,Accra,South,-0.2531,5.59932
Mainstream,Berlin chicken,245896321,Accra,South,-0.24393,5.58962
Low End,Bi bia wo ho Spot,271470406,Accra,South,-0.2983231,5.633659
Low End,Mama Cash Spot,540974672,Ghana,South,-0.2979231,5.633871
Low End,Bar Sportivo,57630887,Ghana,South,-0.298043,5.635599
Low End,Prithang foods,554174963,Ghana,South,-0.2853406,5.6541309
Low End,One touch trading,244578631,Ghana,South,-0.2831765,5.6552814
Low End,Gye Nyame,542900732,Ghana,South,-0.2830828,5.6555148
Low End,Item 5?5,244603522,Ghana,South,-0.28268,5.6560544
Low End,Delali,243849588,Ghana,South,-0.28626,5.69125
Low End,Lakisha hotel,1234,Ghana,South,-0.2941579,5.69614
Low End,Beca,246479579,Ghana,South,-0.2976561,5.7029896
Low End,The Point Bar,244104515,Ghana,South,-0.309093,5.7138
Low End,Mili's spot,246136136,Ghana,South,-0.297813,5.7133007
Low End,Two face food joint,274777507,Ghana,South,-0.2987259,5.7083554
Low End,Freedom Pub,543541083,Accra,South,-0.3233605,5.6569247
Low End,Obuo ba Spot,240664559,Accra,South,-0.3246111,5.6562166
Low End,Azonto Bar,209469580,Ghana,South,-0.3259741,5.6544275
Low End,Akoko mpo chiile Spot,554072277,Ghana,South,-0.3282244,5.6474867
Low End,Millenium City Pub,275354486,Ghana,South,-0.3284712,5.646844
Mainstream,Aseda Court,244219779,Accra,South,-0.3286011,5.6468283
Low End,Okeosisi Pub,271295990,Accra,South,-0.3290503,5.6466432
Mainstream,Blue Park,208264700,Accra,South,-0.328792,5.6461515
Mainstream,Peace and Love Spot,243448877,Mallam,South,-0.3318985,5.641328
Low End,De Wallace,241930101,Accra,South,-0.339401,5.6422453
Low End,Golden View Spot,277327801,Ghana,South,-0.3328707,5.639005
Mainstream,my bar annex,242521564,Accra,South,-0.2647,5.58799
Mainstream,snoops,510971371,Ghana,South,-0.26455,5.58819
Mainstream,tachibana pub,241408051,Accra,South,-0.26274,5.58841
Mainstream,Charity,548746589,Accra,South,-0.26259,5.58835
Mainstream,Freeky Joint,244241910,Accra,South,-0.25971,5.59144
Mainstream,Freeky Joint Annex,543732093,Accra,South,-0.25873,5.58939
Mainstream,hunters bridge,244260610,Accra,South,-0.25711,5.58755
Mainstream,Happy Corner ( Darkuman),547802789,Accra,South,-0.25405,5.58541
Mainstream,New Dora Baby,205570711,Accra,South,-0.24664,5.5795
Mainstream,K.K Spot,277348260,Accra,South,-0.24489,5.57844
Mainstream,Ama's pub,245121453,Accra,South,-0.2357,5.5777
Mainstream,My refuge,507282863,Accra,South,-0.25553,5.58282
Low End,Peace & Love Spot,248493919,Accra,South,-0.3309094,5.6163445
Low End,Agez Pub,552366563,Ghana,South,-0.332072,5.616576
Low End,Ice berg Spot,555929516,Accra,South,-0.3356358,5.618215
Mainstream,Higher Pub,271733808,Ghana,South,-0.337146,5.617232
Low End,Top View,501522689,Ghana,South,-0.3380512,5.616808
Mainstream,Sika Wo Fie Spot,246046409,Ghana,South,-0.3391444,5.614453
Low End,Corni's Spot,241887458,Accra,South,-0.3397721,5.612549
Mainstream,C&J Pub,249272710,Accra,South,-0.3421676,5.6090497
Low End,Tampico Spot,548699091,Accra,South,-0.3431132,5.6089654
Mainstream,Lormnava Spot,245163996,Ghana,South,-0.354558,5.599627
Low End,Akwaaba Pub,244613226,Ghana,South,-0.3487585,5.6358905
Low End,Aboagye Spot,243211318,Ghana,South,-0.3502938,5.6361313
Low End,And So What? Bar,243643111,Ghana,South,-0.3513612,5.63853
Mainstream,Fafa's Spot,244859851,Accra,South,-0.3518923,5.638407
Low End,Obaasima Spot,541037918,Ghana,South,-0.3526152,5.63758
Low End,Ashwe ni anmo,275924203,Ghana,South,-0.3500679,5.6396985
Low End,No 9 Pub,241945824,Manhean,South,-0.3497067,5.640105
Low End,Happy Yourself,559058910,Ghana,South,-0.3485356,5.6400995
Mainstream,Lover's Bar and Restaurant,277279926,Accra,South,-0.33854,5.64201
Low End,Champion Spot,243539503,Accra,South,-0.3451949,5.6425881
Low End,Suzzy Spot,247706055,Ghana,South,-0.3403783,5.652558
Low End,No Weapon,244471165,Ghana,South,-0.3382542,5.664477
Low End,Obuo Ba wholesale,244706094,Ghana,South,-0.3245831,5.6561958
Wholesaler,Freedom Ventures,543541083,Ghana,South,-0.3233939,5.6569257
Mainstream,El Passo Pub,243577727,Accra,South,-0.2891601,5.613353
Mainstream,May's Joint,0249721559,Accra,South,-0.2713,5.6141
Low End,Yvonne's place and pub,244491939,Ghana,South,-0.2712588,5.6141572
Low End,Bahnest,559027227,Ghana,South,-0.2682468,5.6118889
Mainstream,De office pub,248442424,Accra,South,-0.2681437,5.6118293
Mainstream,Eddie's Lounge,246479163,Ghana,South,-0.2649533,5.6128076
Low End,Daddy's corner,243078652,Ghana,South,-0.2631511,5.6136425
Mainstream,Risdot Guest House and Ba,285655995,Ghana,South,-0.26086,5.61329
Mainstream,Prinhad Hotel,557754371,Ghana,South,-0.2585218,5.6141794
Mainstream,Alligator Guest House,243739909,Accra,South,-0.2584791,5.6142248
Low End,Nukomeko pub,245199669,Ghana,South,-0.2584021,5.6153365
Low End,Pub De Lady,243465723,Ghana,South,-0.2582859,5.6161625
Low End,Rossy PUB,208422096,Accra,South,-0.25824,5.61672
Mainstream,PJ'S pub and Grill,245437534,Ghana,South,-0.2582272,5.6167996
Low End,The Base,275199199,Accra,South,-0.2543669,5.6110555
Mainstream,momo pub,240048935,Accra,South,-0.2535693,5.6115316
Wholesaler,MedBright ventures,240048935,Accra,South,-0.3279956,5.634969
Low End,Wagus Pub,552734391,Ghana,South,-0.2535424,5.6116281
Low End,Patience Ent,242959723,Accra,South,-0.23093,5.57737
Mainstream,Diamond Pub,244771295,Accra,South,-0.2550317,5.6103755
Mainstream,sweet mother,208403232,Accra,South,-0.25107,5.60793
Wholesaler,Vidash Enterprise,244116737,Accra,South,-0.2506595,5.6060231
Mainstream,Bantama Fie,234747271,Ghana,South,-0.2517,5.6052
Low End,Victory Pub,244663665,Ghana,South,-0.2490296,5.6072201
Wholesaler,ROAM WELL SPOT,0244150525,Accra,South,-0.24896,5.60947
Wholesaler,AJ Enterprise,244646552,Accra,South,-0.2489589,5.6094995
Mainstream,Rome Well,244150525,Ghana,South,-0.2488002,5.6095973
Mainstream,Big Joe Spot,543206796,Ghana,South,-0.2490909,5.6099523
Mainstream,kwawu spot,546705677,Ghana,South,-0.2466451,5.6093324
Wholesaler,Spot 69,504054059,Accra,South,-0.24657,5.60928
Mainstream,Rita Spot,554677076,Ghana,South,-0.2465111,5.6097273
Wholesaler,Estee enterprise,265433900,Ghana,South,-0.2459587,5.6097647
Mainstream,Free Gate,245057063,Ghana,South,-0.2458644,5.6103012
Low End,Estee Spot,244336332,Ghana,South,-0.2461638,5.6103136
Mainstream,GB spot,246791662,Ghana,South,-0.2458666,5.6090468
Low End,Anabel Ent,545583632,Accra,South,-0.24519,5.63159
Mainstream,MILOO'S,247516053,Accra,South,-0.24695,5.6082
Mainstream,Felixhart Ventures,541180437,Accra,South,-0.24528,5.61317
Mainstream,oasis spot,243019172,Ghana,South,-0.24521,5.61322
Mainstream,Mambo spot (Nii boi town),237080771,Accra,South,-0.24514,5.61342
Mainstream,RAGAZA,244859672,Ghana,South,-0.245165,5.61417
Mainstream,Born Again,244565231,Accra,South,-0.2475013,5.615557
Mainstream,Titus pub,276644114,Accra,South,-0.2475396,5.615545
Mainstream,Titus Whole sale,276644114,Ghana,South,-0.2475507,5.6154884
Low End,Meet me there,243738491,Ghana,South,-0.2489894,5.6157649
Mainstream,Showers Of Blessings,0244769768,Accra,South,-0.24341,5.63063
Low End,Lucky Spot,541642026,Accra,South,-0.24957,5.61512
Wholesaler,k badu Ventures,550691143,Accra,South,-0.2496814,5.6150279
Mainstream,Micange,507337342,Accra,South,-0.25042,5.61449
Wholesaler,Code Enterprise,599072902,Accra,South,-0.26426,5.58842
Wholesaler,Hannah Shop,244565223,Accra,South,-0.25042,5.61443
Mainstream,Afro-Poke Bar Grill,550345354,Ghana,South,-0.2560654,5.6242892
Mainstream,Dicksons,1234,Ghana,South,-0.2623153,5.624516
Mainstream,ladies pub,242939306,Ghana,South,-0.26353,5.62971
Low End,Executive Pu,243018501,Ghana,South,-0.2636475,5.6298774
Low End,Sandy's Pub (Bubiashie),243968857,Accra,South,-0.26373,5.62978
Wholesaler,Christianer Enterprise,208205694,Accra,South,-0.2638393,5.6298519
Mainstream,makers city,273150050,Accra,South,-0.26653,5.63086
Mainstream,Protocols,555183219,Ghana,South,-0.2700954,5.631544
Mainstream,London Pub,207835583,Ghana,South,-0.2700954,5.631544
Mainstream,Ernestina's pub,244202114,Ghana,South,-0.2700954,5.631544
Mainstream,Marv's pub,205888249,Ghana,South,-0.2700954,5.631544
Mainstream,Adehye3 Pub,249977372,Ghana,South,-0.2700954,5.631544
Mainstream,Lady Dee spot,244603588,Accra,South,-0.27009,5.63154
Mainstream,Adanseman,243459503,Ghana,South,-0.2700954,5.631544
Mainstream,Amamre,244613939,Ghana,South,-0.27172,5.6318
Mainstream,Casa,558351608,Accra,South,-0.2722696,5.6310694
Low End,Village Inn Annex,244711864,Accra,South,-0.27271,5.63104
Wholesaler,Royal Enterprise,598384120,Accra,South,-0.3229733,5.633985
Mainstream,PUB - 16,557791201,Ghana,South,-0.264311,5.609022
Wholesaler,Zilex,241500500,Accra,South,-0.2851267,5.6312522
Mainstream,Friends wholesale,243687842,Ghana,South,-0.2619213,5.6075234
Mainstream,friends spot,553551200,Accra,South,-0.26180,5.60739
Low End,times square,244773189,Ghana,South,-0.2613213,5.6093125
Mainstream,kenyabia,203269662,Ghana,South,-0.26127,5.61006
Mainstream,N Y C Pub and Grille,246916142,Accra,South,-0.25574,5.60079
Low End,Intercity spot,208213662,Ghana,South,-0.251199,5.59955
Low End,Peace and Love Spot B,507337342,Ghana,South,-0.23549,5.5975
Low End,By his grace,507337342,Ghana,South,-0.23549,5.5975
Wholesaler,Just Here Emily,244142108,Accra,South,-0.31629,5.61737
Low End,Tuga's Pub,579581055,Accra,South,-0.3218284,5.6209264
Mainstream,Kay's Pub,244882631,Ghana,South,-0.3249369,5.6236696
Low End,Big City Spot,245460691,Accra,South,-0.3266209,5.6248136
Draught,Obolo spot-Draught,245398210,Accra,South,-0.32412,5.62722
Low End,Royal Spot,244775437,Ablekuma,South,-0.3253814,5.632885
Low End,Ashway Pub,245431212,Accra,South,-0.322338,5.634708
Low End,Sarkcess's Pub,546157282,Ablekuma,South,-0.3221587,5.635099
Low End,Safari Spot,543193246,Ablekuma,South,-0.320524,5.636355
Low End,Mama Rose Spot,244998185,Accra,South,-0.319809,5.636742
Low End,Swanzy Pub,243038236,Ghana,South,-0.3201944,5.6372614
Low End,Can do Spot,244581925,Ghana,South,-0.3200564,5.6386395
Low End,Oduman Bus Stop,277275247,Accra,South,-0.3292957,5.6420827
Low End,After Work Pub,279666713,Accra,South,-0.3288658,5.6431303
Low End,Rossan Spot,246712109,Ghana,South,-0.3320195,5.6414723
Low End,No hurry in life spot,546182481,Oduman,South,-0.3336489,5.640789
Low End,Garden city bar,274556000,Ghana,South,-0.3275157,5.650181
Mainstream,UVP Pub,244102044,Accra,South,-0.27483,5.58307
Mainstream,Network Pub,240888764,Accra,South,-0.26397,5.58037
Mainstream,Valley Inn Kings & Queens Pub,244247905,Accra,South,-0.26346,5.58183
Mainstream,dream land,244447070,Accra,South,-0.25947,5.58181
Mainstream,Tsui Ni Anaa,277736643,Accra,South,-0.25948,5.58338
Mainstream,Lifestyle,244264116,Accra,South,-0.26092,5.5878
Mainstream,Layhands Ent,0244616515,Accra,South,-0.24106,5.58961
Mainstream,Doquel's Pub,548614050,Accra,South,-0.26415,5.58829
Mainstream,Europe spot,267898521,Accra,South,-0.25589,5.58769
Low End,One Corner Spot,542576320,Accra,South,-0.276845,5.5910222
Mainstream,Mavis Ventures (Beatrice),209796333,Accra,South,-0.23659,5.56705
Mainstream,1 and 5 bar,553811198,Accra,South,-0.2710982,5.583311
Low End,Kate Spot,246556789,Ghana,South,-0.2624862,5.6035485
Low End,16th Breverages,1234,Ghana,South,-0.2605525,5.6020426
Mainstream,Splash,248336244,Ghana,South,-0.259081,5.60285
Mainstream,SPLASH,244798143,Accra,South,-0.25904,5.60278
Mainstream,Kata Lounge,249717852,Accra,South,-0.2585535,5.6029568
Low End,BB's pub,549434008,Ghana,South,-0.2594254,5.6044113
Low End,My One joint,244663663,Ghana,South,-0.2595496,5.6055033
Low End,Work and Happiness,243774976,Ghana,South,-0.2590325,5.6068588
Mainstream,kwabena Tilapia,277342512,Ghana,South,-0.2589394,5.6068374
Mainstream,The Liquid Box,244204933,Accra,South,-0.25867,5.60703
Wholesaler,EverGreen Ent,244204933,Accra,South,-0.25870,5.60707
Mainstream,BB LINKS,245875963,Ghana,South,-0.258363,5.606879
Mainstream,city link annex,541857862,Accra,South,-0.2586114,5.6075095
Mainstream,Osika Tave,542800534,Ghana,South,-0.2577137,5.6079656
Low End,Chop Bar,235532044,Ghana,South,-0.2570917,5.6082682
Mainstream,Aso Rock,276268211,Accra,South,-0.2570756,5.6083597
Low End,Koko Spot,242925792,Ghana,South,-0.2569805,5.6086537
Mainstream,Akos pub,243874719,Ghana,South,-0.2572683,5.6072347
Low End,Cundy's Spot,242384927,Ghana,South,-0.2571122,5.6070988
Low End,Grace Abound,240359581,Ghana,South,-0.2571155,5.6069704
Wholesaler,T base Ventures,243059562,Accra,South,-0.321112,5.6300216
Wholesaler,Abi's ventures,247633587,Accra,South,-0.2856504,5.626986
Mainstream,shine your eyes,547027170,Ghana,South,-0.2561592,5.6071218
Mainstream,1st Street Pub,208849996,Accra,South,-0.2560496,5.6072743
Mainstream,Blue Storm,248123521,Accra,South,-0.25603,5.60695
Mainstream,Bellboss,201102221,Ghana,South,-0.255945,5.607451
Mainstream,Kum hotel,507337342,Ghana,South,-0.255745,5.607496
Mainstream,CITY LINK,500785193,Accra,South,-0.25351,5.60568
Mainstream,Healthy,204641411,Ghana,South,-0.25294,5.60554
Mainstream,Wadada,277200200,Ghana,South,-0.25265,5.60542
Mainstream,CODED,243548994,Ghana,South,-0.25217,5.605518
Draught,palm plaza lapaz (Draught)-Draught,204534444,Accra,South,-0.25182,5.60558
